,disease_id,disease_name,disease_size,median_comp,null_medians_comp,pvalue_comp
31,C1855773,"Psychomotor retardation, profound",16,0.009324642024577078,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
32,C0221356,Brachycephaly,87,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
33,C1837084,Short metacarpal,44,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
34,C1837397,"Global developmental delay, severe",45,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
35,C0741796,Recurrent bronchitis,23,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
36,C0027659,"Neoplasms, Experimental",35,0.0009084808134569379,"[3.29979545e-04 4.89849025e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.11046268e-04 2.78890663e-04 0.00000000e+00
 3.60833354e-04 3.79215580e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.53508681e-04 2.55139140e-04 4.44005192e-04
 2.35534335e-04 0.00000000e+00 3.78827567e-04 2.73489938e-04
 3.45588518e-04 3.09388180e-04 0.00000000e+00 0.00000000e+00
 3.18969596e-04 0.00000000e+00 3.19693747e-04 0.00000000e+00
 0.00000000e+00 7.25178207e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.82971179e-04 0.00000000e+00
 3.30979847e-04 3.14159416e-04 5.47951394e-04 0.00000000e+00
 3.40366196e-04 2.52283082e-04 4.21692481e-04 3.98349025e-04
 3.96843379e-04 6.56811244e-05 0.00000000e+00 3.38098155e-04
 2.56553800e-04 2.32285626e-04 0.00000000e+00 4.14146744e-04
 0.00000000e+00 4.68668723e-04 0.00000000e+00 5.57511648e-04
 4.41701742e-04 3.29195641e-04 0.00000000e+00 0.00000000e+00
 4.24783880e-04 4.57625211e-04 0.00000000e+00 3.87540195e-04
 0.00000000e+00 3.19535514e-04 4.76980921e-04 6.05526168e-04
 0.00000000e+00 4.75549799e-04 3.91622256e-04 0.00000000e+00
 2.83812243e-04 0.00000000e+00 3.63640746e-04 0.00000000e+00
 2.93672191e-04 4.31115094e-04 2.88096634e-04 0.00000000e+00
 3.48580309e-04 2.72512863e-04 0.00000000e+00 1.98546308e-04
 3.29141513e-04 6.38341985e-04 4.32329019e-04 2.78954649e-04
 0.00000000e+00 2.53837329e-04 0.00000000e+00 5.56189433e-04
 4.41093213e-04 2.26821063e-04 0.00000000e+00 3.97761675e-04
 3.45818463e-04 1.03835026e-04 7.31249007e-04 0.00000000e+00]",0.0
37,C0027658,"Neoplasms, Germ Cell and Embryonal",13,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
38,C4022003,Erectile abnormalities,16,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
39,C0002171,Alopecia Areata,10,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
40,C0002170,Alopecia,89,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
41,C0521719,Clouding of corneal stroma,50,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
42,C0428977,Bradycardia,35,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
43,C0009447,Common Variable Immunodeficiency,11,0.0018577810641017556,"[0.         0.         0.         0.         0.         0.00025225
 0.         0.         0.         0.00056629 0.         0.00023833
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00023803 0.
 0.         0.         0.         0.         0.         0.
 0.00044265 0.         0.         0.         0.00015774 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00041068 0.
 0.         0.         0.00042375 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00045316 0.         0.         0.         0.00037051 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00020025 0.         0.00046488 0.00073439 0.
 0.         0.         0.         0.         0.         0.
 0.00049304 0.         0.         0.         0.         0.0002064
 0.         0.         0.00015997 0.        ]",0.0
44,C0017658,Glomerulonephritis,32,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
45,C1837249,"Malformations of Cortical Development, Group II",31,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
46,C1969372,Tubulointerstitial fibrosis,11,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
47,C0948023,Urine phosphorous concentration above normal,19,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
48,C0004364,Autoimmune Diseases,64,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
49,C0035258,Restless Legs Syndrome,5,0.0,"[0.00260303 0.         0.         0.         0.         0.
 0.         0.         0.0007208  0.00098933 0.         0.
 0.         0.         0.000556   0.         0.00123574 0.
 0.00054021 0.         0.         0.         0.00267672 0.00091176
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00085676 0.         0.
 0.         0.         0.         0.         0.         0.00125793
 0.00072934 0.         0.         0.         0.         0.00289808
 0.         0.         0.         0.         0.00166017 0.
 0.00293595 0.         0.         0.         0.00093373 0.
 0.         0.         0.         0.00133308 0.         0.
 0.         0.00056026 0.         0.         0.         0.
 0.         0.00089759 0.         0.         0.         0.
 0.00264251 0.         0.         0.00126325 0.         0.
 0.         0.         0.         0.00059868 0.         0.00041426
 0.         0.         0.         0.00155128]",0.23
50,C0151205,Periorbital edema,13,0.00037861060953371694,"[0.         0.         0.         0.00098219 0.         0.
 0.         0.         0.         0.00059768 0.         0.
 0.         0.         0.         0.00033067 0.         0.0002195
 0.         0.         0.00089923 0.         0.         0.
 0.         0.         0.00061334 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00053698 0.         0.         0.         0.
 0.         0.         0.         0.         0.00043623 0.
 0.         0.         0.00042147 0.         0.         0.
 0.00046713 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00047296 0.         0.
 0.         0.         0.         0.         0.00047466 0.00047929
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00053152 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00054109 0.00044035 0.         0.        ]",0.14
51,C0730292,Macular dystrophy,6,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
52,C0730290,Cone dystrophy,20,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
53,C0013990,Pathological accumulation of air in tissues,9,0.0024290169482781487,"[0.00178085 0.00097752 0.00179821 0.00136789 0.00156302 0.00154155
 0.0011939  0.00217017 0.00050171 0.00048598 0.00122716 0.00039909
 0.0006629  0.00131503 0.0008007  0.00046035 0.00080175 0.00086726
 0.00118262 0.00144288 0.0010967  0.00071178 0.00127714 0.00133658
 0.00206613 0.00112358 0.00212837 0.00107172 0.00095625 0.00103171
 0.00083023 0.00077976 0.00066822 0.0003669  0.00149344 0.00087683
 0.00095575 0.00102589 0.00134852 0.00034221 0.00043578 0.00147604
 0.0009744  0.00099599 0.00177257 0.0015352  0.00057378 0.00126477
 0.00111205 0.00098387 0.00135147 0.00195691 0.00109357 0.00100944
 0.00113222 0.00080861 0.00026506 0.00153881 0.00087357 0.00118233
 0.00048525 0.00093626 0.00144108 0.00157271 0.00102839 0.00133017
 0.00175721 0.00117632 0.00103465 0.00121219 0.00145698 0.00078815
 0.00127011 0.00075172 0.00206218 0.00148318 0.00106139 0.00091864
 0.0008793  0.0015925  0.00164003 0.00116591 0.00121052 0.00157489
 0.00200466 0.00174254 0.00090702 0.00137607 0.00072701 0.00117137
 0.00114284 0.00075947 0.00067868 0.00078635 0.00136505 0.00106036
 0.00173422 0.00094917 0.00143189 0.00047478]",0.0
54,C0553723,Squamous cell carcinoma of skin,12,0.0016243665384635775,"[0.         0.00080247 0.00081065 0.0012838  0.00047705 0.00043513
 0.00010057 0.00021408 0.00051151 0.00061125 0.0006804  0.
 0.00058986 0.00059744 0.00062464 0.00091362 0.00042319 0.00057627
 0.00039243 0.00092823 0.00044853 0.00064429 0.         0.
 0.0001668  0.000284   0.00050376 0.         0.         0.00050154
 0.         0.00034038 0.00056277 0.0003186  0.         0.
 0.00045096 0.0003936  0.00085742 0.         0.00090874 0.00090462
 0.00045544 0.00041801 0.00051956 0.00032699 0.         0.00072459
 0.00040624 0.00046318 0.00030685 0.00106689 0.         0.00082971
 0.00025268 0.00077257 0.00042459 0.         0.00082928 0.
 0.         0.00082979 0.00042394 0.         0.0002966  0.00080549
 0.00010717 0.0008701  0.00089918 0.00054571 0.00037664 0.00046171
 0.00045565 0.00099629 0.00070824 0.00084192 0.00027438 0.
 0.00095985 0.         0.00026569 0.00050446 0.         0.00040903
 0.00052293 0.         0.         0.00054685 0.00070567 0.00043077
 0.00048924 0.00059453 0.00090692 0.00093225 0.         0.00047627
 0.00049103 0.00041747 0.         0.00038724]",0.0
55,C1859117,Recurrent pulmonary infections,29,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
56,C4280624,Blind spot located at fixation point,19,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
57,C4012968,Mild global developmental delay,14,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00086682 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01
58,C1839829,Short distal phalanges,50,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
59,C0151686,Growth retardation,110,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
60,C1305420,Prominent ear,56,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
61,C1866730,Rhizomelia,26,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
62,C1855285,Protruding ears,56,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
63,C0001206,Acromegaly,17,0.0015189504940376205,"[0.00042597 0.00064797 0.00098181 0.00057629 0.00098783 0.00058764
 0.00092398 0.00064104 0.00067289 0.00081883 0.00061903 0.00073389
 0.00050707 0.0005624  0.0013793  0.00073899 0.00122137 0.00109909
 0.00068488 0.0005304  0.00083052 0.00083448 0.00101365 0.00106792
 0.00097867 0.00102283 0.00052645 0.00114166 0.00062671 0.00118053
 0.00103357 0.00089863 0.         0.00020791 0.00065717 0.00094035
 0.00053492 0.00059294 0.00036283 0.00080111 0.00082482 0.00096691
 0.00042745 0.00084417 0.00048714 0.00069361 0.00027314 0.00100318
 0.00084047 0.         0.00034473 0.00112236 0.00051794 0.00100772
 0.00090955 0.00075441 0.00081488 0.00082516 0.00075802 0.00098445
 0.00120373 0.00091897 0.00079426 0.0009723  0.0007406  0.00085769
 0.00067091 0.00048561 0.00085763 0.0006799  0.00043133 0.00082963
 0.00061209 0.00042671 0.00083863 0.00089593 0.00081145 0.00059042
 0.00097731 0.00063504 0.00037736 0.00059877 0.00069725 0.0006799
 0.00050596 0.00060445 0.00052479 0.00043902 0.00129547 0.00054281
 0.00104078 0.00070648 0.         0.00115324 0.00112575 0.00088894
 0.000865   0.0004834  0.00084126 0.00076913]",0.0
64,C0240538,Convex nasal ridge,38,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00039468 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01
