disease_id,disease_name,disease_size,loo_median_COMP,loo_median_DNS,null_loo_medians_COMP,null_loo_medians_DNS,pvalue_COMP,pvalue_DNS
C0004936,Mental disorders,12,0.02460666102973129,0.0,"[0.00584955 0.00584241 0.00578106 0.00558096 0.00520495 0.01038275
 0.00659468 0.00560329 0.00370267 0.00204348 0.00188905 0.00494559
 0.00356439 0.00295849 0.00593438 0.00758283 0.00593167 0.00417956
 0.00082884 0.00466429 0.0054483  0.00810267 0.00353224 0.00904353
 0.00264216 0.00995661 0.01013454 0.00585849 0.00460596 0.00606966
 0.00407781 0.00510431 0.00303877 0.01067798 0.00374893 0.00777288
 0.0024435  0.00745457 0.00203689 0.00692599 0.00510226 0.00546278
 0.00903061 0.00785449 0.00957083 0.00322648 0.00315913 0.00343086
 0.00794401 0.0044509  0.00621396 0.0053025  0.00382554 0.00607414
 0.00728318 0.00312953 0.00502079 0.00445826 0.00844023 0.00266178
 0.00908469 0.0045344  0.00590305 0.00292242 0.00922723 0.00760262
 0.00359006 0.00293784 0.0041989  0.00581583 0.0061625  0.00503709
 0.00308519 0.0043784  0.0056642  0.00198337 0.00667278 0.00693545
 0.0030962  0.0044704  0.00508084 0.00603951 0.00056304 0.0067691
 0.00735547 0.0056055  0.00722974 0.00867774 0.00270824 0.00315449
 0.00276423 0.00498566 0.00255046 0.00214353 0.00309164 0.0028041
 0.00369108 0.00566243 0.0078553  0.00534603]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00359712 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,1.0
C4024818,"Night blindness, progressive",48,0.029779941484792724,0.0,"[0.01802763 0.01641862 0.01512512 0.02109754 0.01105486 0.01931539
 0.01267548 0.02225689 0.0289461  0.01497575 0.01817259 0.02142907
 0.01412537 0.01493351 0.01208026 0.02000665 0.0145379  0.01656324
 0.01790691 0.01296071 0.01654401 0.01347238 0.01769597 0.01728998
 0.02234066 0.01805775 0.01785274 0.0190566  0.01926565 0.02394002
 0.01666223 0.02422065 0.02473483 0.01857596 0.0241727  0.01845378
 0.01881134 0.01562445 0.02406833 0.01906065 0.01462532 0.01802489
 0.01797374 0.01445898 0.0173043  0.01773865 0.01570931 0.01428104
 0.0171669  0.0120824  0.01502729 0.01589149 0.02026279 0.01925091
 0.01576092 0.01698478 0.01848112 0.0142781  0.02066515 0.02114784
 0.01780922 0.01793079 0.02068212 0.0141191  0.01439684 0.01767291
 0.01425833 0.01928096 0.01758766 0.01635519 0.02085881 0.02063951
 0.01577516 0.01728365 0.0197147  0.0165047  0.0134672  0.01470589
 0.01055507 0.01472103 0.01629039 0.01899068 0.01967444 0.01717412
 0.01101662 0.0268482  0.02808461 0.01314064 0.02405473 0.02700795
 0.01640808 0.01079534 0.01217575 0.01825935 0.01648298 0.0198813
 0.01455593 0.01047193 0.01494115 0.02507146]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0022346,Icterus,80,0.06594773753865939,0.012251262251262253,"[0.04127682 0.03498871 0.03562225 0.03904318 0.04355511 0.04361146
 0.03415911 0.040563   0.0323239  0.04702596 0.03474669 0.03683147
 0.03329473 0.04108975 0.03968046 0.04119215 0.03751942 0.03622685
 0.03372392 0.03808301 0.04476978 0.04116839 0.0390993  0.03647887
 0.03898515 0.03492858 0.03488862 0.0263119  0.03186423 0.03836206
 0.0352855  0.03518011 0.03506347 0.03801153 0.04514614 0.03769618
 0.03623691 0.03871403 0.0389694  0.03090754 0.04077058 0.03467959
 0.03656811 0.03790212 0.03017453 0.03626179 0.03396193 0.03614288
 0.0382413  0.03753289 0.03976328 0.03691355 0.04005237 0.03416143
 0.02976159 0.03323692 0.03921219 0.04156138 0.03748884 0.03874293
 0.03629866 0.03691001 0.04058639 0.03481709 0.04350291 0.0362637
 0.04070485 0.03457878 0.03773994 0.04053281 0.03793952 0.03835417
 0.03585131 0.03341782 0.04180237 0.04291469 0.03680652 0.03521654
 0.03749911 0.03295933 0.02842839 0.03468412 0.03667355 0.0398446
 0.03502349 0.03792096 0.03717329 0.02970429 0.03756329 0.0378795
 0.04291731 0.03579128 0.03467069 0.03884362 0.03270279 0.03883711
 0.03402715 0.03749668 0.03705342 0.03077501]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0032461,Polycythemia,11,0.031522431509645094,0.014814814814814815,"[0.01206701 0.0084641  0.00677108 0.01013807 0.00859979 0.01055947
 0.00402107 0.00662234 0.00764001 0.00748405 0.01218076 0.00911118
 0.00393667 0.01316257 0.0113965  0.0045297  0.00746447 0.01099877
 0.00964997 0.00928033 0.01090691 0.00531149 0.00795347 0.00797156
 0.01020401 0.00566428 0.00660119 0.00852481 0.01095611 0.00841641
 0.00414881 0.0063523  0.00428313 0.00876565 0.00960141 0.01356265
 0.00568369 0.00679556 0.01529586 0.00921401 0.00435421 0.0054117
 0.00817627 0.01250017 0.00949041 0.00857603 0.01174216 0.01100454
 0.00979444 0.01122865 0.01182703 0.0085433  0.00780111 0.00959997
 0.01348732 0.00478347 0.00727394 0.00781171 0.00925355 0.00484326
 0.00663887 0.00629995 0.00457843 0.00535877 0.00995993 0.003827
 0.00714241 0.00983837 0.00579198 0.01129187 0.01546739 0.00970165
 0.0124111  0.00814436 0.00507059 0.00931496 0.00778945 0.00697093
 0.00551894 0.00974677 0.00533874 0.01077874 0.00114063 0.00871507
 0.01357918 0.0087086  0.00664476 0.00478781 0.00699591 0.00868442
 0.01327064 0.01141157 0.00755393 0.0135183  0.0090382  0.00929427
 0.00491987 0.00642785 0.00489279 0.00520255]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0024003,Lordosis,54,0.04400429369135567,0.0,"[0.02883319 0.02785312 0.03075183 0.03075299 0.02620806 0.03575673
 0.03501974 0.03051342 0.037196   0.02482206 0.02956741 0.0300237
 0.02568159 0.03630107 0.02507997 0.04156294 0.03226508 0.03553942
 0.03135843 0.02963418 0.03275231 0.02803506 0.03010474 0.03109712
 0.03542532 0.03689811 0.02852133 0.03543282 0.03620157 0.03413737
 0.02961807 0.02553774 0.03770516 0.02983034 0.02476914 0.03257205
 0.02632589 0.02995032 0.03564726 0.03294281 0.02938641 0.03215607
 0.02949277 0.03748907 0.02960376 0.02456563 0.0257647  0.03313217
 0.03378107 0.02926868 0.04142055 0.02846124 0.04650299 0.03302755
 0.03387401 0.03260376 0.02767215 0.03317416 0.03239982 0.02757903
 0.03536258 0.03302084 0.03321992 0.0359194  0.03819584 0.03132218
 0.0290785  0.03121538 0.02238383 0.03210945 0.02870521 0.03373552
 0.02673527 0.0292348  0.032891   0.02218925 0.0326408  0.03180678
 0.03594775 0.02999651 0.02318788 0.02609254 0.02853743 0.03393109
 0.03178025 0.02919741 0.02780477 0.02569156 0.03059716 0.02822943
 0.03207512 0.03354991 0.03219503 0.03324357 0.03662759 0.0351255
 0.02737493 0.03379395 0.02743793 0.030243  ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.01,1.0
C3161330,Profound intellectual disabilities,31,0.02247559950145605,0.0,"[0.01734857 0.01865286 0.01182933 0.02209186 0.02256512 0.02257445
 0.01995663 0.01846577 0.01590534 0.01527018 0.02088841 0.01687452
 0.01712574 0.02156933 0.0171417  0.02465213 0.01987988 0.02231719
 0.02191309 0.02069777 0.02027129 0.02311138 0.01831147 0.01754459
 0.02054088 0.01853074 0.01456337 0.01329405 0.02034313 0.01476876
 0.01558108 0.02250916 0.01514851 0.0192957  0.01463032 0.02192964
 0.01782844 0.02436874 0.01163965 0.01712718 0.02053095 0.02207154
 0.02172946 0.02095175 0.02224008 0.02062557 0.01444533 0.01829284
 0.02097765 0.01444261 0.02006426 0.01510494 0.0177876  0.022238
 0.01904069 0.02016415 0.01885316 0.01766016 0.0201894  0.01458113
 0.01703228 0.01987159 0.02259482 0.01651446 0.01713167 0.02317429
 0.01845575 0.01822414 0.01680144 0.01833788 0.01597117 0.02251644
 0.02256945 0.01514323 0.01528264 0.0163429  0.02262841 0.01827407
 0.01655818 0.02275057 0.02269182 0.01525286 0.02070174 0.01906907
 0.01948114 0.02528452 0.01236381 0.01296764 0.02221691 0.01779564
 0.01989993 0.01855485 0.02042682 0.02735557 0.02027727 0.01873399
 0.01885084 0.0226137  0.02324419 0.01960164]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.17,1.0
C4025814,Abnormality of the metaphyses,47,0.03851573463807554,0.0,"[0.02333449 0.02484375 0.02258293 0.03119792 0.02472644 0.02659234
 0.02315252 0.02590979 0.01910404 0.0268646  0.02829047 0.0220825
 0.02835592 0.0297343  0.02099941 0.03009039 0.02805862 0.02122516
 0.02267117 0.02680812 0.02937322 0.02269032 0.02646424 0.0244007
 0.02541789 0.02842562 0.03025691 0.0257347  0.03136849 0.0209258
 0.02761408 0.02654559 0.023487   0.02486613 0.02716554 0.02744111
 0.02575859 0.02147885 0.02642441 0.02240102 0.02554096 0.02211432
 0.01762472 0.02131999 0.02506061 0.02686873 0.01651263 0.02012766
 0.02201908 0.02983244 0.02462388 0.02830967 0.02453701 0.02739569
 0.01806072 0.02943501 0.02979876 0.02169536 0.02826424 0.02776486
 0.02550848 0.02729543 0.02732646 0.03027483 0.01869125 0.02415064
 0.02468327 0.02359544 0.03012564 0.02402911 0.02061599 0.02532453
 0.02430607 0.02241139 0.02572142 0.02458026 0.01978746 0.02528301
 0.02750729 0.02251288 0.01886864 0.02578037 0.02017073 0.02540582
 0.02302046 0.02012273 0.02606728 0.02418167 0.02253399 0.02326142
 0.01917212 0.02124718 0.02439581 0.0220338  0.02839801 0.02995419
 0.02877143 0.02553612 0.02474571 0.03024291]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C1842366,Low anterior hairline,30,0.061850310640860856,0.01241318161666913,"[0.01828656 0.02600338 0.02790579 0.0262288  0.02605863 0.02825492
 0.0186609  0.03029249 0.03077283 0.03192733 0.0327744  0.02601594
 0.0282777  0.01970984 0.02529266 0.02280522 0.01943242 0.03394319
 0.0285497  0.02916077 0.02567504 0.02777427 0.03064149 0.02250486
 0.02407467 0.02615086 0.0278192  0.02771881 0.03088327 0.03287566
 0.0247878  0.03062211 0.0245159  0.03421441 0.03807716 0.02636063
 0.02740209 0.02275028 0.02605669 0.02148812 0.0314088  0.03433041
 0.02283743 0.02557389 0.02963371 0.0247484  0.03109374 0.02427063
 0.02943384 0.0381399  0.0230455  0.02869855 0.02770534 0.03181142
 0.02561154 0.0320949  0.02870919 0.02645474 0.02842925 0.02647963
 0.02759645 0.03784763 0.03182859 0.02711323 0.0232419  0.02985186
 0.03539862 0.02392255 0.02967575 0.02551833 0.02259259 0.02723558
 0.02685298 0.02639893 0.02211409 0.02352573 0.03250905 0.03255034
 0.02710522 0.03286223 0.03302125 0.02527004 0.03925015 0.02428159
 0.03032083 0.03246244 0.0303939  0.02129554 0.02899031 0.02690329
 0.03161374 0.0217736  0.03167612 0.02300396 0.02790371 0.03088013
 0.03192288 0.0250835  0.03302302 0.02945168]","[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.0013089 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.       ]",0.0,0.0
C4025819,Abnormality of the hypothalamus-pituitary axis,12,0.007235757736967106,0.0,"[0.01026779 0.00455832 0.00424244 0.00820569 0.00287698 0.00613194
 0.00522267 0.00670608 0.00356908 0.0028665  0.00299745 0.00280798
 0.00693285 0.00149199 0.00232993 0.0026282  0.00188921 0.00241776
 0.00369768 0.00659343 0.0053883  0.01049362 0.00436362 0.0095746
 0.00444376 0.00780445 0.00922226 0.0004298  0.00358004 0.00264798
 0.00476084 0.00190641 0.00686014 0.01232434 0.00418898 0.00262813
 0.00578343 0.006089   0.01160969 0.00500929 0.00493896 0.00298596
 0.00386368 0.00433423 0.00608316 0.00190421 0.00562736 0.00907516
 0.00227243 0.00694526 0.00360002 0.00462298 0.00179    0.00887486
 0.00089505 0.00326151 0.00292028 0.00471081 0.00661372 0.00500441
 0.00704977 0.00415815 0.00444926 0.00449052 0.00867037 0.00315282
 0.01104164 0.00297027 0.00675849 0.00266002 0.00511444 0.00348624
 0.00577022 0.         0.00585857 0.00613044 0.00429631 0.00308505
 0.00619687 0.00472725 0.00177316 0.00461645 0.00820839 0.00447494
 0.003361   0.01045523 0.00544308 0.00480047 0.00343469 0.00667457
 0.00245858 0.00352308 0.00238991 0.00599011 0.00745311 0.0028556
 0.00336412 0.00284993 0.00354718 0.0017106 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.15,1.0
C0221373,Claw hand,26,0.024292963076178994,0.0,"[0.0122795  0.01474965 0.01761595 0.01461657 0.02310073 0.01643479
 0.0142878  0.01750408 0.01693585 0.01338391 0.01921297 0.01270805
 0.0144285  0.01502906 0.01634903 0.01812711 0.01276308 0.01638715
 0.01591835 0.01440885 0.0162602  0.01584751 0.02216116 0.01152854
 0.02225921 0.00817226 0.01114295 0.0143213  0.01629838 0.01709576
 0.01745611 0.01828877 0.02483551 0.01344004 0.02760578 0.00979169
 0.01852501 0.01514056 0.0139301  0.01609656 0.01435971 0.01837088
 0.01517815 0.0126733  0.02375787 0.01959845 0.01024968 0.01497587
 0.0194291  0.0142295  0.01360184 0.01650528 0.01255806 0.01967589
 0.01246861 0.01271602 0.00951459 0.01906273 0.01149563 0.01239094
 0.01389837 0.01406457 0.01497001 0.01443288 0.01354109 0.01867095
 0.0189354  0.01831364 0.01792891 0.01545078 0.01514604 0.01896924
 0.01984089 0.01710432 0.01671003 0.0147147  0.019033   0.01355408
 0.01587079 0.01426583 0.01755626 0.01313885 0.01159276 0.01607052
 0.01318752 0.0141536  0.0109174  0.01780803 0.01875837 0.01129856
 0.01790725 0.01583599 0.01240359 0.01514161 0.01506893 0.01722551
 0.01484069 0.01235863 0.01250093 0.01268143]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.02,1.0
C0265677,Congenital hemivertebra,25,0.028558689434150505,0.0,"[0.0192284  0.01192634 0.0126388  0.02024488 0.01710408 0.01357945
 0.01518581 0.01207062 0.01055934 0.01626062 0.01306852 0.0208455
 0.0133048  0.01489315 0.01822173 0.00989007 0.02105478 0.01399926
 0.01952025 0.01494568 0.02120053 0.01413484 0.01774246 0.014098
 0.01715955 0.01999779 0.01148611 0.01441519 0.01447305 0.01791319
 0.01274801 0.02297737 0.01206703 0.00878027 0.02247304 0.0132235
 0.01912881 0.01811902 0.01586923 0.01889523 0.01863727 0.01692456
 0.01288297 0.01880549 0.015529   0.01423687 0.01105349 0.0181647
 0.01828006 0.01583654 0.01576306 0.0132221  0.01534296 0.02643946
 0.01945885 0.01133067 0.01691898 0.01790172 0.01368933 0.01476142
 0.02207887 0.02194602 0.01355726 0.0169556  0.02230668 0.01785118
 0.02103513 0.01417289 0.01343284 0.02018811 0.01936793 0.01208896
 0.02101339 0.01453488 0.01193708 0.02168038 0.01306387 0.0142222
 0.01417025 0.01596302 0.01225358 0.01682731 0.0173694  0.01830876
 0.01103679 0.01253792 0.01520896 0.01804184 0.01509964 0.01207326
 0.01776924 0.01789218 0.01703004 0.01832271 0.01658624 0.015676
 0.01503914 0.01278503 0.01707565 0.01461231]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C1844806,Weight less than 3rd percentile,17,0.010601891030027396,0.0,"[0.00542741 0.00732199 0.00475203 0.00974925 0.00857534 0.00691819
 0.01222855 0.01096689 0.00763619 0.00905165 0.00979234 0.00619532
 0.00965368 0.00664494 0.00743553 0.01194717 0.00999126 0.01207582
 0.00688631 0.00429059 0.00453142 0.00359536 0.00825738 0.00620811
 0.00565234 0.00848904 0.00753917 0.00602746 0.01052028 0.007225
 0.01115249 0.00602081 0.00959202 0.00918597 0.00809263 0.00674445
 0.00482025 0.00513425 0.01039654 0.0081815  0.0100157  0.00896514
 0.00519154 0.01223224 0.00879225 0.01298171 0.00697115 0.00479861
 0.00760511 0.0061044  0.00537013 0.01031041 0.01061624 0.00964668
 0.00557102 0.01056411 0.00650895 0.00637598 0.00477215 0.01182741
 0.0107457  0.00855659 0.01211258 0.00651874 0.00471322 0.00672997
 0.00800635 0.00625269 0.00661341 0.00723764 0.01004273 0.00525885
 0.00837077 0.00437387 0.00797792 0.00993765 0.00837807 0.00667201
 0.01131332 0.00541432 0.00589102 0.00979776 0.00604497 0.01018391
 0.00407002 0.01316016 0.00808683 0.00601158 0.00880857 0.01209
 0.00619721 0.00336783 0.00644169 0.00492909 0.00577867 0.01087333
 0.01005436 0.00864487 0.011816   0.00758582]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.16,1.0
C0025286,Meningioma,23,0.04442718034026013,0.0,"[0.01175506 0.0108195  0.01706393 0.01752819 0.01318126 0.01139601
 0.01992751 0.0203978  0.01330184 0.01283383 0.01694673 0.01128224
 0.01779583 0.01140704 0.0196672  0.01863876 0.02154673 0.02223931
 0.01274158 0.01932397 0.01530379 0.02019146 0.01719825 0.02375735
 0.01779674 0.01493958 0.01318172 0.01451987 0.01840624 0.01148283
 0.01601189 0.01603282 0.02026409 0.01830007 0.01649739 0.01572011
 0.01633871 0.01286452 0.01639945 0.02117122 0.01329745 0.01949817
 0.01953129 0.01536989 0.01600399 0.01599206 0.02414254 0.01599172
 0.0158295  0.01181241 0.01353901 0.02268747 0.01677101 0.01257028
 0.01470794 0.01613734 0.01814387 0.02413948 0.02040279 0.02207318
 0.0258512  0.01772795 0.02035662 0.01251428 0.02207709 0.01643942
 0.0169461  0.01608479 0.02033206 0.01454492 0.02124863 0.01551024
 0.01569355 0.01533546 0.02283725 0.01591097 0.01985995 0.01677651
 0.01818922 0.01782528 0.01514893 0.01428659 0.01650114 0.01693929
 0.01480215 0.0130974  0.01515396 0.01355417 0.02561829 0.01922581
 0.01599147 0.00856054 0.01948229 0.01996848 0.01727428 0.02344398
 0.01961908 0.01598611 0.01093384 0.01569628]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0015300,Exophthalmos,93,0.08578874652899096,0.0,"[0.06243866 0.05381794 0.06362335 0.06220999 0.06298925 0.06174376
 0.06032708 0.05560273 0.06374893 0.06023638 0.05364174 0.05647823
 0.06017977 0.06083072 0.05599395 0.06202579 0.0611851  0.05853949
 0.05954762 0.06112838 0.06341281 0.05585693 0.06214239 0.05391015
 0.06129751 0.06351145 0.0637481  0.06292527 0.05040988 0.06012427
 0.0670049  0.06718439 0.06357777 0.06083893 0.06404794 0.05784956
 0.05786692 0.0563541  0.06246401 0.06167981 0.05879086 0.05866537
 0.05497287 0.05774265 0.06354203 0.06238603 0.06112348 0.06119464
 0.06159928 0.05032865 0.06648003 0.05879233 0.05990977 0.05613408
 0.05392538 0.06324772 0.06092947 0.06826771 0.06558084 0.05577144
 0.05725495 0.06868818 0.06828014 0.06144009 0.05478309 0.05662803
 0.06935988 0.06240102 0.06055278 0.05640133 0.06185207 0.06308536
 0.06384377 0.06382143 0.06900731 0.06428051 0.05800978 0.06647183
 0.05875687 0.05418407 0.05838742 0.06277191 0.06178505 0.06172276
 0.05903672 0.05515445 0.05799309 0.05500893 0.06327335 0.06506046
 0.06569412 0.06092979 0.05726936 0.06513115 0.0675774  0.05948169
 0.05610243 0.055942   0.05196818 0.06326992]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
