disease_id,disease_name,disease_size,loo_median_CI,loo_median_DI,null_loo_medians_CI,null_loo_medians_DI,pvalue_CI,pvalue_DI
C0035305,Retinal Detachment,33,0.05170569591104234,0.0,"[0.01762878 0.02113386 0.01370571 0.01281817 0.01884894 0.01341427
 0.0138664  0.01226848 0.01842217 0.02045863 0.01283004 0.00998402
 0.01825862 0.01575527 0.01237116 0.02470486 0.01276375 0.0187898
 0.01492932 0.01014816 0.01280747 0.01735855 0.01885978 0.01459808
 0.02714507 0.01110952 0.01469052 0.02238761 0.01897132 0.01595601
 0.0161432  0.01796758 0.01720775 0.01200012 0.01855149 0.02568314
 0.01949666 0.013235   0.02497639 0.01422175 0.0119683  0.02667367
 0.01880527 0.01023341 0.01866684 0.01585089 0.01160313 0.01199396
 0.01384511 0.01503699 0.01392626 0.02156858 0.01881394 0.02125296
 0.01901916 0.0105701  0.01781322 0.01622691 0.0159545  0.02224333
 0.01638623 0.01628224 0.01630629 0.00831432 0.01283043 0.01314412
 0.01743263 0.02135174 0.0188364  0.02110288 0.01860695 0.01628567
 0.01207919 0.01405196 0.01269717 0.02525402 0.01882329 0.01511552
 0.01505291 0.01684867 0.01695972 0.0140473  0.01730397 0.01815472
 0.02082292 0.01040212 0.0133394  0.01419234 0.01225186 0.02271243
 0.01720149 0.01517027 0.0176556  0.01547905 0.01468527 0.0152759
 0.00826357 0.01732007 0.0136238  0.01246147]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.51
C0035309,Retinal Diseases,53,0.04314063182510163,0.0,"[0.02944343 0.02539196 0.03272745 0.03084832 0.02865051 0.0330224
 0.02165455 0.03142748 0.03463997 0.03495908 0.0315586  0.02962196
 0.02541693 0.02611135 0.03186523 0.03265973 0.02659905 0.03455155
 0.03076949 0.0364442  0.03208518 0.03300823 0.02401994 0.02183455
 0.02893201 0.03254009 0.03166347 0.03709195 0.03113009 0.03400954
 0.0300047  0.0339162  0.03107898 0.03118534 0.02488963 0.03317885
 0.02488396 0.02348997 0.02483233 0.01982053 0.0221212  0.02855257
 0.02938787 0.03020612 0.0371587  0.03453143 0.03096505 0.02669974
 0.02425599 0.02721243 0.02496792 0.02654943 0.02725216 0.03033351
 0.02810601 0.03343292 0.02593616 0.02852566 0.03110203 0.031103
 0.02886468 0.03000789 0.02709627 0.03089892 0.02930746 0.02731118
 0.02951719 0.03079634 0.02848779 0.03180205 0.02885105 0.02595161
 0.02957649 0.03272814 0.03345202 0.03141989 0.03054434 0.02693314
 0.03012587 0.03464863 0.0263579  0.03223444 0.03232306 0.02934304
 0.0332914  0.02860095 0.03246493 0.03022559 0.0310438  0.02718498
 0.03417302 0.03311344 0.02770297 0.03592978 0.03334779 0.0342422
 0.02834856 0.02925276 0.03128525 0.0297676 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.54
C1862265,Elevated gonadotropins,15,0.018914436066323974,0.0,"[0.00665271 0.00352019 0.01564694 0.00772231 0.01149265 0.0122976
 0.01040868 0.00808285 0.00459886 0.00757795 0.00566465 0.00863396
 0.01456744 0.00206802 0.00958714 0.02435896 0.01136227 0.0063338
 0.0131016  0.00707953 0.01086318 0.01338908 0.00742033 0.00829042
 0.01327425 0.00769777 0.00897003 0.01151634 0.00278926 0.00690249
 0.00651901 0.01434944 0.01131711 0.00743354 0.00686963 0.00449454
 0.01234161 0.00420764 0.00770829 0.00970199 0.00550063 0.00895336
 0.00831564 0.0074791  0.01017182 0.0070131  0.00951125 0.00692646
 0.00725948 0.00745168 0.00743839 0.0112987  0.00532934 0.0062899
 0.01034732 0.00447251 0.00416977 0.00711989 0.01120616 0.01202813
 0.01324771 0.00909776 0.01516947 0.00916668 0.00870697 0.00445915
 0.00856954 0.00312277 0.00405482 0.00557954 0.00600438 0.01462288
 0.01402772 0.00899336 0.00545545 0.00887083 0.00414901 0.01003215
 0.00445369 0.0085178  0.01692244 0.0046921  0.01210697 0.00181805
 0.01124633 0.00801484 0.01294746 0.00794292 0.00269474 0.0057066
 0.0155572  0.00723022 0.01046115 0.01000311 0.01295617 0.01210355
 0.00812305 0.00461487 0.00654897 0.0054112 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.01,0.47
C0029453,Osteopenia,98,0.0791522354182144,0.0,"[0.05293773 0.04335361 0.04713568 0.0447339  0.04977249 0.05222284
 0.05146686 0.04882355 0.04428357 0.04824277 0.04741828 0.04358096
 0.05339313 0.06238716 0.05561602 0.05083711 0.05463795 0.05415842
 0.05202436 0.05327489 0.05322173 0.04651216 0.05598693 0.05411314
 0.05387771 0.0426371  0.04997059 0.04589561 0.05025616 0.0545641
 0.06084653 0.0608482  0.05569128 0.05471675 0.05429202 0.04978032
 0.05273599 0.04270601 0.05907749 0.06261615 0.04600347 0.05005488
 0.05665253 0.04728021 0.05323432 0.05383453 0.05412443 0.05431816
 0.05426139 0.0517371  0.05329368 0.04646723 0.05455124 0.05163132
 0.0543484  0.05086599 0.04976022 0.05168671 0.0508422  0.05552693
 0.05603374 0.04598962 0.03908679 0.04959953 0.05138075 0.05218592
 0.04726528 0.04909045 0.05266908 0.05922411 0.05564193 0.05329433
 0.055269   0.05131135 0.04835863 0.0521667  0.05588682 0.0538597
 0.04895147 0.04862781 0.05711017 0.0493296  0.05335795 0.05359098
 0.04546414 0.05167265 0.05374486 0.05032736 0.0446149  0.04876627
 0.05264    0.05018445 0.04542165 0.04881713 0.05667552 0.05051372
 0.04885725 0.05270942 0.05100029 0.05238961]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.46
C0020564,Hypertrophy,17,0.012751247150870428,0.0,"[0.00876809 0.01049341 0.01165978 0.0123909  0.00984435 0.00832163
 0.01706858 0.01113557 0.01551654 0.00937141 0.00749606 0.01092398
 0.00880247 0.00889699 0.00671658 0.00967364 0.00966433 0.00971832
 0.00992019 0.01228355 0.00781951 0.0057132  0.01369905 0.0105769
 0.00782014 0.00772666 0.01052839 0.00777422 0.01296684 0.00792336
 0.00752328 0.00602808 0.00906443 0.00727625 0.01294495 0.00997274
 0.01068649 0.00394192 0.01303743 0.00889708 0.01058275 0.00428552
 0.00972457 0.0085716  0.00633339 0.01261248 0.01779061 0.00842513
 0.01158788 0.00910036 0.00629746 0.01257615 0.00910385 0.00579685
 0.00669267 0.00824251 0.00839989 0.00488229 0.00983307 0.00750871
 0.01297467 0.01149474 0.00864702 0.00752074 0.00378643 0.01267408
 0.00979785 0.01060513 0.00657176 0.0099486  0.01876882 0.01274558
 0.01777312 0.01249015 0.00720625 0.00642135 0.00930563 0.01237682
 0.00635879 0.00488434 0.00780869 0.01209986 0.01125589 0.01511894
 0.00638542 0.00813274 0.00473886 0.00844977 0.00719852 0.00571936
 0.0084515  0.01249989 0.00910984 0.00959583 0.01098556 0.01102292
 0.00926468 0.01047306 0.00607869 0.0149046 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.12,0.51
C0271388,Pendular Nystagmus,13,0.005696549391872194,0.0,"[0.00388528 0.00776842 0.00248961 0.00075179 0.00399995 0.00182998
 0.0014457  0.00402866 0.00504985 0.00363384 0.00783216 0.00301405
 0.00353587 0.00085354 0.00455714 0.         0.00073762 0.00120708
 0.00315597 0.00169382 0.00525864 0.00069191 0.00196208 0.00143596
 0.00438158 0.         0.00429084 0.00093105 0.00622169 0.00362246
 0.00425259 0.00281098 0.0017421  0.0107425  0.00159107 0.00388452
 0.00555653 0.00205347 0.00860663 0.00513926 0.00459411 0.00585236
 0.00633559 0.00211371 0.00118428 0.00458314 0.00081423 0.00203858
 0.00937623 0.         0.00253859 0.         0.00299649 0.00178891
 0.         0.00863806 0.00203338 0.00398604 0.00415017 0.00336855
 0.00383849 0.00231571 0.00320543 0.00147298 0.00198593 0.00041559
 0.00277328 0.         0.00459651 0.00367141 0.00475014 0.0056063
 0.00449492 0.00216169 0.00374988 0.00171592 0.00551485 0.00441608
 0.00828596 0.00551825 0.00535822 0.00378593 0.00321117 0.00303413
 0.00076845 0.00647579 0.00174412 0.00273959 0.00202766 0.00218662
 0.00100457 0.00239233 0.00382894 0.00339282 0.0037279  0.00270818
 0.00218534 0.00401746 0.00366381 0.00456374]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.11,0.54
C0023380,Lethargy,76,0.1186987899948348,0.06153846153846154,"[0.03089054 0.0343312  0.03792654 0.03174037 0.04039022 0.04162729
 0.0380381  0.03878923 0.03889717 0.04011808 0.04522324 0.03844606
 0.04446632 0.0370875  0.03426996 0.03261134 0.04481529 0.03651466
 0.0395806  0.03500973 0.04222401 0.04517774 0.04688328 0.04615838
 0.0334011  0.04562082 0.04271599 0.03941305 0.04083443 0.03962123
 0.04255999 0.04185258 0.04009188 0.03880435 0.03933016 0.03814695
 0.03804862 0.04231003 0.03929599 0.04399639 0.04054336 0.03876951
 0.0340932  0.04153564 0.04492458 0.04124208 0.0458438  0.03652029
 0.03413371 0.0384018  0.04742165 0.03850447 0.03907661 0.03547194
 0.04547628 0.03574748 0.04277464 0.03741352 0.03629061 0.03839013
 0.03960367 0.03127368 0.03965527 0.0410524  0.03632715 0.04530684
 0.05133041 0.04320748 0.04179556 0.03540951 0.03530463 0.04170534
 0.04368906 0.04095198 0.03342349 0.0419096  0.04061219 0.03758908
 0.04529861 0.0430124  0.03495183 0.03952487 0.03722098 0.04069092
 0.03956976 0.03970225 0.03170304 0.03950737 0.03712339 0.04439048
 0.0418415  0.03585393 0.04140989 0.03424981 0.03949658 0.03634757
 0.03981887 0.04818746 0.04025434 0.04857224]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0029454,Osteopetrosis,12,0.013791062721647785,0.0,"[0.00634501 0.00439046 0.00226461 0.00393415 0.00416823 0.00922698
 0.00329625 0.00335042 0.00631299 0.00440228 0.00364913 0.005742
 0.00423705 0.00314219 0.0100727  0.00404306 0.00460723 0.00484155
 0.00501874 0.00989103 0.00588784 0.0041907  0.00830608 0.0029752
 0.00218947 0.00333417 0.00373892 0.00464191 0.00165894 0.00685637
 0.00652092 0.00966614 0.00245684 0.00315856 0.0027646  0.00139563
 0.00254497 0.0040969  0.00336635 0.00482706 0.00617001 0.00896928
 0.0078063  0.0071037  0.00558535 0.00484672 0.00479373 0.00453472
 0.0070423  0.00379341 0.00666527 0.00430967 0.00668701 0.00310537
 0.00548846 0.00308987 0.00763121 0.00683461 0.00565019 0.00493227
 0.00125848 0.00357145 0.0052089  0.00159106 0.00918827 0.00175881
 0.0039589  0.00438622 0.00487573 0.00532164 0.00441827 0.00693106
 0.00396139 0.00523046 0.0054434  0.00368708 0.00314666 0.00479103
 0.0067829  0.00509324 0.00763485 0.00249501 0.00647879 0.00314213
 0.00442492 0.00342971 0.00072775 0.00319508 0.00647987 0.00112831
 0.00194883 0.00424148 0.00782905 0.00741048 0.0083824  0.00419776
 0.00885198 0.00102005 0.00212414 0.00736795]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.59
C0271385,Horizontal Nystagmus,10,0.0025913794935931273,0.0,"[0.00848795 0.00581872 0.00505166 0.00914303 0.00270015 0.00064954
 0.00435155 0.0034233  0.00953043 0.00323285 0.00417863 0.00419325
 0.00187961 0.00368316 0.00159913 0.00481852 0.00363163 0.00516607
 0.00489038 0.00687855 0.00470274 0.00098011 0.0044235  0.0009457
 0.00275596 0.00301584 0.00434019 0.00370962 0.0016205  0.00331297
 0.00437771 0.00472096 0.00098154 0.00282458 0.00196705 0.
 0.00548756 0.0044611  0.00183717 0.00152447 0.00076845 0.00453739
 0.00436312 0.00308471 0.00332996 0.00752861 0.00396344 0.00616922
 0.00398633 0.00102579 0.00301458 0.00509771 0.00179893 0.00535083
 0.00279519 0.00242368 0.00477788 0.00522669 0.00333895 0.00526078
 0.0013762  0.00264178 0.00472884 0.00770765 0.00278775 0.00292418
 0.00515003 0.00267301 0.00531489 0.00356942 0.00029761 0.00234184
 0.00413033 0.00446838 0.00273943 0.00917653 0.00113115 0.00436661
 0.00400468 0.00382078 0.00066142 0.00240251 0.00405427 0.00879447
 0.00222154 0.00062257 0.         0.00457209 0.00211331 0.00131679
 0.00725603 0.00407722 0.00309969 0.00387468 0.00524669 0.00224822
 0.00357374 0.00331533 0.00601803 0.00451471]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.73,0.6
C1269683,Major Depressive Disorder,255,0.21285139422159882,0.03571428571428571,"[0.13132439 0.12958211 0.12386323 0.12125757 0.13555286 0.13827635
 0.13155506 0.11840243 0.13211964 0.13213968 0.14101699 0.14108251
 0.12125942 0.12816831 0.12797237 0.12667233 0.12485997 0.13502367
 0.12532562 0.13346683 0.13269947 0.1246818  0.12951932 0.12381709
 0.12658716 0.13265575 0.12827605 0.12988689 0.13226622 0.12387008
 0.11889641 0.12254661 0.13125761 0.13288481 0.13066298 0.1395191
 0.13171339 0.12913059 0.13658309 0.12426889 0.11786532 0.13270327
 0.13309184 0.134841   0.12754854 0.12273072 0.13586866 0.13313465
 0.12689327 0.12977926 0.13372168 0.12900967 0.12703298 0.1260047
 0.11840958 0.12114804 0.1280887  0.11790874 0.12143311 0.12757995
 0.1311104  0.12784762 0.1314436  0.12700938 0.12202491 0.13234237
 0.12532543 0.13079423 0.13103617 0.13121516 0.12441669 0.12045166
 0.11805511 0.13528342 0.13532346 0.12954765 0.12336787 0.13471277
 0.12419631 0.12850694 0.12422622 0.13493282 0.12846862 0.12388507
 0.12958417 0.12396327 0.12767137 0.13389495 0.1433561  0.13102693
 0.13457449 0.12253945 0.13022136 0.12587    0.1245755  0.13549147
 0.12891796 0.13154046 0.12062858 0.13004958]","[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.0075188 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.       ]",0.0,0.0
C0520679,"Sleep Apnea, Obstructive",10,0.025428066794629254,0.0021688837478311164,"[0.0087374  0.0064639  0.00936832 0.00742437 0.00966202 0.01162899
 0.0066675  0.00657157 0.00815548 0.01025097 0.01216785 0.01031134
 0.00645703 0.0070575  0.00544649 0.00963959 0.00887081 0.00926865
 0.00832207 0.00888319 0.00811469 0.01221706 0.0141176  0.00739908
 0.00473536 0.01002105 0.01025751 0.01050695 0.00558038 0.0071803
 0.01130894 0.01077171 0.01267825 0.00984743 0.00285529 0.00803887
 0.00750141 0.00971883 0.00565102 0.00728378 0.00952389 0.0068824
 0.00947476 0.00532301 0.0124296  0.00346846 0.01032583 0.01007999
 0.01242558 0.00528701 0.00977349 0.00368006 0.00746527 0.00782026
 0.00270215 0.00562553 0.0057539  0.00909776 0.01053409 0.00971244
 0.00780579 0.00887854 0.00681958 0.00769241 0.01197333 0.00619753
 0.00449903 0.00601153 0.01210195 0.00949687 0.01047131 0.00760946
 0.01350682 0.00956336 0.00876896 0.00589435 0.01313029 0.01270397
 0.01053406 0.00728136 0.00950132 0.01271788 0.00637721 0.01135834
 0.00781735 0.01045924 0.00654499 0.00819891 0.01063755 0.01502707
 0.00674182 0.01115403 0.0077801  0.01220615 0.00287238 0.00839233
 0.00863327 0.0127716  0.00450591 0.00860319]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00240105 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.01
C1848924,Infantile onset,235,0.17221126637015427,0.034482758620689655,"[0.13076789 0.13888807 0.15087281 0.12788968 0.1448916  0.14325796
 0.14032356 0.14337169 0.13143699 0.13653772 0.1371205  0.12875098
 0.1373704  0.13205977 0.13620194 0.1383937  0.1469998  0.13368854
 0.14552519 0.14314903 0.13528634 0.13850182 0.14056271 0.13046647
 0.13816681 0.13738217 0.13141941 0.13076143 0.1337614  0.14130698
 0.14662001 0.13891817 0.1445534  0.1386401  0.12979878 0.14081986
 0.14292911 0.13679907 0.1311602  0.1330599  0.14055931 0.12841936
 0.14570208 0.13553986 0.14123153 0.13244184 0.14097455 0.14463064
 0.134231   0.1337318  0.13447159 0.14291001 0.13508624 0.14539798
 0.13456517 0.1410555  0.12824858 0.13547833 0.14108335 0.1367328
 0.13642727 0.137181   0.13140696 0.14302235 0.13835856 0.14083378
 0.13339097 0.14295884 0.13110669 0.14625296 0.14092755 0.1344457
 0.15253851 0.13013983 0.13363998 0.13645593 0.14489464 0.12488799
 0.13816087 0.15369015 0.13798862 0.14582789 0.12823866 0.14034282
 0.14690043 0.1344356  0.13595032 0.13094811 0.14045441 0.13864264
 0.13413763 0.12421956 0.13044475 0.13900847 0.13980135 0.13211421
 0.14498146 0.13309834 0.12750822 0.14938928]","[0.         0.00840336 0.01351351 0.         0.         0.
 0.00980392 0.         0.         0.         0.         0.
 0.01428571 0.         0.         0.         0.01851852 0.
 0.         0.00917431 0.00943396 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00647249 0.01020408 0.00813008 0.
 0.         0.         0.         0.         0.00692042 0.01162791
 0.01052632 0.         0.         0.         0.01086957 0.
 0.00806452 0.         0.01123596 0.         0.         0.
 0.         0.00961538 0.00684932 0.         0.01481481 0.
 0.         0.         0.         0.         0.         0.01219512
 0.         0.         0.         0.00609756 0.00505051 0.00934579
 0.         0.00892857 0.         0.         0.00645161 0.
 0.         0.01785714 0.         0.         0.         0.01158301
 0.01449275 0.         0.         0.         0.         0.
 0.00909091 0.         0.         0.         0.         0.
 0.01020408 0.         0.         0.        ]",0.0,0.0
C0023418,leukemia,52,0.14441876369103268,0.02391156462585034,"[0.05925762 0.06155132 0.06176423 0.06528107 0.06708718 0.07674388
 0.06351275 0.0613425  0.05973407 0.06731099 0.06038399 0.05758492
 0.06015239 0.07323843 0.06276249 0.0663614  0.06182218 0.05996731
 0.06208873 0.06850943 0.06538532 0.05120385 0.06661285 0.05706862
 0.05883339 0.06653629 0.0732872  0.06269353 0.06784014 0.06368555
 0.05924324 0.06727756 0.06380643 0.0660112  0.06970095 0.06656984
 0.05567129 0.07210213 0.05135032 0.05830982 0.05772593 0.054715
 0.05704581 0.06772131 0.06147155 0.06965141 0.06614484 0.07644756
 0.06108796 0.06174642 0.06642113 0.06167199 0.06007555 0.0617694
 0.06737131 0.06064081 0.07544875 0.05944205 0.06769575 0.058811
 0.06777244 0.06148942 0.06145905 0.06448052 0.06278976 0.06747404
 0.06303005 0.05734731 0.0646222  0.05900298 0.06833302 0.06992384
 0.05503313 0.07410729 0.06819393 0.05839813 0.06705408 0.06788997
 0.06158272 0.07015829 0.05264821 0.06337356 0.07092781 0.05801327
 0.06086166 0.05920683 0.0606762  0.06055757 0.06193652 0.0654779
 0.0699568  0.0684202  0.07463909 0.06418284 0.05871281 0.05195647
 0.06876792 0.05636007 0.06064612 0.06751401]","[0.         0.         0.00217391 0.         0.         0.
 0.         0.         0.         0.         0.00649377 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00937555 0.         0.         0.00203252
 0.         0.00419304 0.         0.         0.         0.
 0.         0.00459981 0.00465849 0.00651514 0.00161812 0.0037666
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00380316 0.         0.         0.
 0.         0.         0.         0.00107527 0.0044743  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00473485
 0.         0.         0.         0.         0.0065211  0.00660796
 0.         0.00544204 0.         0.         0.0019685  0.
 0.         0.         0.         0.         0.00672212 0.
 0.         0.         0.         0.         0.         0.
 0.00205761 0.0017301  0.00871464 0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.0
